bar_start_utc,open,high,low,close,tick_count
2026-08-04T21:25:00+00:00,1.345055,1.345065,1.34496,1.34498,39
2026-08-04T21:30:00+00:00,1.34497,1.345005,1.344875,1.34491,67
2026-08-04T21:35:00+00:00,1.3449,1.344945,1.344715,1.34486,226
2026-08-04T21:40:00+00:00,1.344865,1.3449,1.344785,1.34488,184
2026-08-04T21:45:00+00:00,1.344875,1.344875,1.3447,1.34485,67
2026-08-04T21:50:00+00:00,1.34486,1.34519,1.34485,1.34515,552
2026-08-04T21:55:00+00:00,1.34518,1.34526,1.344915,1.344915,248
2026-08-04T22:00:00+00:00,1.344925,1.34529,1.344815,1.34492,392
2026-08-04T22:05:00+00:00,1.34492,1.345085,1.344915,1.34502,84
2026-08-04T22:10:00+00:00,1.345015,1.345115,1.34501,1.34511,40
2026-08-04T22:15:00+00:00,1.345115,1.34512,1.34505,1.345055,57
2026-08-04T22:20:00+00:00,1.34506,1.345095,1.344995,1.34507,47
2026-08-04T22:25:00+00:00,1.345085,1.3451,1.34503,1.345095,58
2026-08-04T22:30:00+00:00,1.345105,1.34519,1.345095,1.34519,35
2026-08-04T22:35:00+00:00,1.345195,1.345265,1.34515,1.34524,59
2026-08-04T22:40:00+00:00,1.34527,1.34528,1.34519,1.3452,44
2026-08-04T22:45:00+00:00,1.345185,1.345235,1.344965,1.34504,110
2026-08-04T22:50:00+00:00,1.345035,1.34512,1.345035,1.345075,131
2026-08-04T22:55:00+00:00,1.34508,1.345175,1.345035,1.34514,198
2026-08-04T23:00:00+00:00,1.34513,1.34514,1.344825,1.345,310
2026-08-04T23:05:00+00:00,1.344995,1.345215,1.344995,1.345185,178
2026-08-04T23:10:00+00:00,1.345165,1.34519,1.34507,1.345105,84
2026-08-04T23:15:00+00:00,1.3451,1.34512,1.344985,1.34499,67
2026-08-04T23:20:00+00:00,1.344985,1.34501,1.344945,1.344995,44
2026-08-04T23:25:00+00:00,1.344985,1.345005,1.34489,1.34489,72
2026-08-04T23:30:00+00:00,1.3449,1.34495,1.34489,1.34489,58
2026-08-04T23:35:00+00:00,1.3449,1.3449,1.344795,1.344885,57
2026-08-04T23:40:00+00:00,1.34486,1.34488,1.344775,1.34481,39
2026-08-04T23:45:00+00:00,1.344805,1.344915,1.344805,1.344915,65
2026-08-04T23:50:00+00:00,1.34492,1.344985,1.344845,1.344885,102
2026-08-04T23:55:00+00:00,1.34491,1.34511,1.34491,1.345055,156
